Company,Title,Location,Salary
Microsoft,Senior Software Engineer,"Cambridge, Massachusetts, United States","Software Engineering IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Senior Software Engineer,"Cambridge, Massachusetts, United States","Software Engineering IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Software Engineer II,"Redmond, Washington, United States","Software Engineering IC3 - The typical base pay range for this role across the U.S. is USD $94,300 - $182,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $120,900 - $198,600 per year."
Microsoft,Senior Software Engineer,"Redmond, Washington, United States","Software Engineering IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Principal Software Engineer,"Redmond, Washington, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Business Administrator,"Redmond, Washington, United States","Business Support ATR-C - The typical base pay range for this role across the U.S. is USD $22.79 - $39.66 per hour. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $33.03 - $45.91 per hour."
Microsoft,Senior Product Designer (Teams),"Bellevue, Washington, United States",
Microsoft,Senior Software Engineer,"Redmond, Washington, United States","Software Engineering IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Content Design Director,"Bellevue, Washington, United States",
Microsoft,Site Reliability Engineer,"Redmond, Washington, United States","Data Center Operations Management IC2 - The typical base pay range for this role across the U.S. is USD $62,400 - $115,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $83,600 - $124,800 per year."
Microsoft,Supply Chain Execution Strategy – Equipment,"Redmond, Washington, United States; Austin, Texas, United States; Atlanta, Georgia, United States","Supply Planning IC5 - The typical base pay range for this role across the U.S. is USD $112,200 - $194,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $142,200 - $213,200 per year."
Microsoft,Principal UX Engineer,"Bellevue, Washington, United States","UX Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal UX Engineering Manager,"Bellevue, Washington, United States",
Microsoft,Principal Software Engineer,"Redmond, Washington, United States",
Microsoft,Principal Software Engineer,"Redmond, Washington, United States",
Microsoft,Data Center Project Manager - IT/Network,"Marseille, Alpes-de-Haute-Provence, France",
Microsoft,Software Engineer II,"Hyderabad, Telangana, India",
Microsoft,Senior Software Engineer,"Hyderabad, Telangana, India",
Microsoft,Product Manager - Microsoft 365 Security,"Herzliya, Tel Aviv, Israel",
Microsoft,Senior Product Manager  - Microsoft Defender For Endpoint,"Herzliya, Tel Aviv, Israel; Haifa, Haifa, Israel",
Microsoft,Software Backend Engineer  - Microsoft 365 Security,"Herzliya, Tel Aviv, Israel",
Microsoft,Senior Product Manager - Enterprise Security Posture,"Herzliya, Tel Aviv, Israel",
Microsoft,Senior Program Manager (Data Centre Integration),"Tokyo, Tokyo-to, Japan",
Microsoft,EMEA Strategic Sourcing Manager – Professional Services,"Dublin, Dublin, Ireland; Reading, Berkshire, United Kingdom",
Microsoft,Software Engineer Manager - Microsoft 365 Defender,"Herzliya, Tel Aviv, Israel",
Microsoft,Manufacturing Engineer,"Taipei, Taipei City, Taiwan",
Microsoft,Data & Applied Scientist,"Hyderabad, Telangana, India",
Microsoft,Program Manager - Spares Supply Chain,"Hyderabad, Telangana, India",
Microsoft,Automation Developer - Microsoft Defender for Endpoint,"Haifa, Haifa, Israel",
Microsoft,Director Manager Resource Planning,"Redmond, Washington, United States; Austin, Texas, United States; Atlanta, Georgia, United States",
Microsoft,Logistics Technician,"Brussels, Brussels Region, Belgium",
Microsoft,Senior Logistics Technician,"Brussels, Brussels Region, Belgium",
Microsoft,Senior PM Manager,"Hyderabad, Telangana, India",
Microsoft,Software Engineer 2,"Belgrade, Belgrade, Serbia",
Microsoft,Software Engineer,"Belgrade, Belgrade, Serbia",
Microsoft,"Program Manager, Data Center Integration and Technical Infrastructure","Sydney, New South Wales, Australia",
Microsoft,Senior Critical Environment Technician,"Santa Clara, California, United States","Critical Environment Ops ATR-D - The typical base pay range for this role across the U.S. is USD $31.00 - $53.95 per hour. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $42.50 - $59.80 per hour."
Microsoft,Critical Environment Technician - Early in Career,"Santa Clara, California, United States","Critical Environment Ops ATR-A - The typical base pay range for this role across the U.S. is USD $18.50 - $25.85 per hour. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $24.50 - $28.05 per hour."
Microsoft,Principal Software Engineering Manager,"Bangalore, Karnataka, India",
Microsoft,Senior Software Engineering Manager,"Bangalore, Karnataka, India",
Microsoft,Executive Business Administrator,"Redmond, Washington, United States","Business Support ATR-D - The typical base pay range for this role across the U.S. is USD $27.40 - $46.49 per hour. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $37.84 - $52.98 per hour."
Microsoft,Senior Program Manager - Data Center Integration (based in Seoul or Busan),"Seoul, Seoul, Korea",
Microsoft,Principal Software Engineer,"Redmond, Washington, United States",
Microsoft,Principal Software Engineering Manager,"Redmond, Washington, United States",
Microsoft,Principal Software Engineer,"Redmond, Washington, United States",
Microsoft,Principal Software Engineer,"Redmond, Washington, United States","Software Development IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year."
Microsoft,Senior Software Engineer,"Redmond, Washington, United States","Software Development IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year."
Microsoft,Principal Software Engineer,"Redmond, Washington, United States; Dallas, Texas, United States","Software Development IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year."
Microsoft,PRINCIPAL PRODUCT MANAGER,"Redmond, Washington, United States","Product Management IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Lead Product Manager,"Redmond, Washington, United States",
Microsoft,Principal Product Manager,"Redmond, Washington, United States",
Microsoft,Principal Product Manager,"Redmond, Washington, United States",
Microsoft,Principal Product Manager,"Redmond, Washington, United States",
Microsoft,Group Product Manager,"Redmond, Washington, United States",
Microsoft,Principal Software Engineer,"Redmond, Washington, United States; Austin, Texas, United States; Atlanta, Georgia, United States; Dallas, Texas, United States; Boston, Massachusetts, United States; Mountain View, California, United States; Sunnyvale, California, United States; Reston, Virginia, United States; Washington D.C., District of Columbia, United States; Portland, Oregon, United States; Raleigh, North Carolina, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Software Design Engineer,"Redmond, Washington, United States; Austin, Texas, United States; Atlanta, Georgia, United States; Raleigh, North Carolina, United States; Boston, Massachusetts, United States; Dallas, Texas, United States; Phoenix, Arizona, United States; San Jose, California, United States; Mountain View, California, United States; Portland, Oregon, United States; Washington D.C., District of Columbia, United States","Software Engineering IC6 - The typical base pay range for this role across the U.S. is USD $158,500 - $276,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $202,800 - $304,200 per year."
Microsoft,Principal Software Engineer,"Redmond, Washington, United States; Austin, Texas, United States; Sunnyvale, California, United States; Mountain View, California, United States; Portland, Oregon, United States; Washington D.C., District of Columbia, United States; Reston, Virginia, United States; Atlanta, Georgia, United States; Dallas, Texas, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Software Engineer,"Redmond, Washington, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Software Engineer Lead,"Redmond, Washington, United States; Austin, Texas, United States; Dallas, Texas, United States; Washington D.C., District of Columbia, United States; Reston, Virginia, United States; Atlanta, Georgia, United States; Raleigh, North Carolina, United States; Phoenix, Arizona, United States; Sunnyvale, California, United States; Mountain View, California, United States; Portland, Oregon, United States; Boston, Massachusetts, United States","Software Engineering M5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Software Engineer,"Redmond, Washington, United States; Austin, Texas, United States; Atlanta, Georgia, United States; Dallas, Texas, United States; Raleigh, North Carolina, United States; Boston, Massachusetts, United States; Washington D.C., District of Columbia, United States; Reston, Virginia, United States; Phoenix, Arizona, United States; Mountain View, California, United States; Sunnyvale, California, United States; Portland, Oregon, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Product Manager Lead,"Redmond, Washington, United States","Product Management M5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Software Engineer Manager,"Redmond, Washington, United States","Software Engineering M5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Software Engineer,"Redmond, Washington, United States; Dallas, Texas, United States; Austin, Texas, United States; Portland, Oregon, United States; Mountain View, California, United States; Sunnyvale, California, United States; San Diego, California, United States; Phoenix, Arizona, United States; Atlanta, Georgia, United States; Miami, Florida, United States; Raleigh, North Carolina, United States; Boston, Massachusetts, United States; Reston, Virginia, United States; Washington D.C., District of Columbia, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,PRINCIPAL SOFTWARE ENGINEER,"Redmond, Washington, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Electrical Engineer,"Singapore (APAC-HQ), Singapore, Singapore",
Microsoft,Senior CAD Engineer,"Raleigh, North Carolina, United States; Austin, Texas, United States; Portland, Oregon, United States; Sunnyvale, California, United States",
Microsoft,Executive Producer,"Redmond, Washington, United States","Game Producers M5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. "
Microsoft,Software Engineer II,"Redmond, Washington, United States","Software Engineering IC3 - The typical base pay range for this role across the U.S. is USD $94,300 - $182,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $120,900 - $198,600 per year."
Microsoft,Technical Lighting Artist – Turn 10 Studios,"Redmond, Washington, United States","Art IC4 - The typical base pay range for this role across the U.S. is USD $94,300 - $182,600 per year. "
Microsoft,Senior Environment Artist,"Redmond, Washington, United States","Art IC5 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. "
Microsoft,Global Category Manager - Construction Services,"Redmond, Washington, United States; Atlanta, Georgia, United States; Austin, Texas, United States; Houston, Texas, United States",
Microsoft,Sustainable Logistics Data Project Manager,"Austin, Texas, United States","Fulfillment & Logistics IC4 - The typical base pay range for this role across the U.S. is USD $91,800 - $178,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $117,900 - $195,000 per year."
Microsoft,Principal Data Scientist Manager,"Bellevue, Washington, United States","Software Engineering M6 - The typical base pay range for this role across the U.S. is USD $158,500 - $276,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $202,800 - $304,200 per year."
Microsoft,Principal Applied Scientist,"Redmond, Washington, United States","Data Science IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Senior Product Manager,"Redmond, Washington, United States","Product Management IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Senior Technical Product Manager,"Redmond, Washington, United States","Product Management IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Design Verification Engineer,"Mountain View, California, United States; Redmond, Washington, United States",
Microsoft,Senior Verification Engineer,"Mountain View, California, United States; Austin, Texas, United States; Redmond, Washington, United States; Hillsboro, Oregon, United States",
Microsoft,Principal Product Manager,"Redmond, Washington, United States","Product Management IC6 - The typical base pay range for this role across the U.S. is USD $158,500 - $276,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $202,800 - $304,200 per year."
Microsoft,Senior Software Engineer,"Redmond, Washington, United States","Software Engineering IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Principal Software Engineer,"Bellevue, Washington, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Senior Privacy Product Manager,"Redmond, Washington, United States","Product Management IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Senior Design Verification Engineer,"Mountain View, California, United States; Redmond, Washington, United States; Austin, Texas, United States; Raleigh, North Carolina, United States; Hillsboro, Oregon, United States",
Microsoft,Senior Product Manager,"Redmond, Washington, United States","Product Management IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Principal Software Engineer,"Redmond, Washington, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Senior AI Firmware Engineer,"Mountain View, California, United States",
Microsoft,Principal Product Manager Lead,"Redmond, Washington, United States","Product Management M5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Product Manager,"Redmond, Washington, United States","Product Management IC6 - The typical base pay range for this role across the U.S. is USD $158,500 - $276,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $202,800 - $304,200 per year."
Microsoft,Senior Product Manager,"Redmond, Washington, United States","Product Management IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,CE Electrical Engineer,"Boydton, Virginia, United States",
Microsoft,Senior CE Mechanical Engineer,"Boydton, Virginia, United States",
Microsoft,Principal Software Engineering Manager,"Redmond, Washington, United States","Software Engineering M5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Senior Fiber Delivery Engineer,"Redmond, Washington, United States",
Microsoft,Critical Environment Operations Manager - Queretaro,"Querétaro City, Querétaro, Mexico",
Microsoft,"Principal Software Engineer- Insights, Data Engineering & Analytics (IDEAs)","Bellevue, Washington, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Lead Software Engineer - Viva (OKR Saas Solution),"Redmond, Washington, United States; Multiple Locations, Multiple Locations, United States; Atlanta, Georgia, United States; Chicago, Illinois, United States; Dallas, Texas, United States; Charlotte, North Carolina, United States; Reston, Virginia, United States","Software Engineering IC6 - The typical base pay range for this role across the U.S. is USD $158,500 - $276,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $202,800 - $304,200 per year."
Microsoft,Principal Product Manager -Employee Experiences (HR-Payroll),"Redmond, Washington, United States; Multiple Locations, Multiple Locations, United States; Chicago, Illinois, United States; Dallas, Texas, United States; Cambridge, Massachusetts, United States; Atlanta, Georgia, United States; Charlotte, North Carolina, United States","Product Management IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Software Engineer,"Bellevue, Washington, United States","Service Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Director of Program Management,"Redmond, Washington, United States","Business Program Management IC6 - The typical base pay range for this role across the U.S. is USD $124,800 - $266,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $159,000 - $292,200 per year."
Microsoft,Principal Applied Scientist,"Redmond, Washington, United States","Data Science IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,*Senior Software Engineer - Identity and Network Access,"Herzliya, Tel Aviv, Israel",
Microsoft,Principal PM Lead - M365 Experiences (People Manager),"Oslo, Oslo, Norway; Multiple Locations, Multiple Locations, Ireland; Multiple Locations, Multiple Locations, Czech Republic; Multiple Locations, Multiple Locations, Finland; Multiple Locations, Multiple Locations, Serbia; Multiple Locations, Multiple Locations, Estonia; Multiple Locations, Multiple Locations, Romania",
Microsoft,Datacenter Campus Director,"Atlanta, Georgia, United States",
Microsoft,*Software Engineer - Microsoft Identity,"Herzliya, Tel Aviv, Israel",
Microsoft,Asia Communications Leader,"Singapore (APAC-HQ), Singapore, Singapore",
Microsoft,Principal Incident Response Manager,"Hyderabad, Telangana, India",
Microsoft,Senior Incident Governance Manager,"Redmond, Washington, United States","Business Program Management IC4 - The typical base pay range for this role across the U.S. is USD $91,800 - $178,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $117,900 - $195,000 per year."
Microsoft,Digital Crimes Unit - Reverse Engineer,"Redmond, Washington, United States","Security Research IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Software Service Engineer,"Redmond, Washington, United States; Reston, Virginia, United States; Mountain View, California, United States","Software Engineering M4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Production Planning Manager,"Singapore (APAC-HQ), Singapore, Singapore",
Microsoft,LENS Response Specialist,"Redmond, Washington, United States; Mountain View, California, United States; Reston, Virginia, United States","Business Program Management IC3 - The typical base pay range for this role across the U.S. is USD $72,800 - $144,000 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $95,100 - $157,900 per year."
Microsoft,Senior Software Engineer,"Redmond, Washington, United States; Reston, Virginia, United States; Atlanta, Georgia, United States","Software Engineering IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Senior Staff Engineer,"Redmond, Washington, United States; Reston, Virginia, United States; Atlanta, Georgia, United States","Software Engineering IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Senior Design Verification Engineer,"Mountain View, California, United States; Redmond, Washington, United States",
Microsoft,Design Verification Engineer,"Mountain View, California, United States; Redmond, Washington, United States",
Microsoft,Senior Design Engineer,"Mountain View, California, United States; Redmond, Washington, United States",
Microsoft,Sr. Digital Design Engineer,"Hillsboro, Oregon, United States; Redmond, Washington, United States; Raleigh, North Carolina, United States",
Microsoft,Senior Central Engineering Logic Designer,"Hillsboro, Oregon, United States","Hardware Engineering IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Senior Product Manager - Microsoft Security,"Herzliya, Tel Aviv, Israel",
Microsoft,Senior Software Engineer,"Redmond, Washington, United States","Software Engineering IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Principal Applied Scientist,"Bellevue, Washington, United States","The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Software Engineer II,"Redmond, Washington, United States","Software Engineering IC3 - The typical base pay range for this role across the U.S. is USD $94,300 - $182,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $120,900 - $198,600 per year."
Microsoft,Data Center Circular Center I&A,"Chicago, Illinois, United States",
Microsoft,Senior Program Manager,"Austin, Texas, United States",
Microsoft,Senior Program Manager,"Redmond, Washington, United States","Technical Program Management IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Director of Executive Communications,"Redmond, Washington, United States","Communications IC5 - The typical base pay range for this role across the U.S. is USD $124,800 - $242,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $159,000 - $264,000 per year."
Microsoft,Principal Software Engineering Manager,"Redmond, Washington, United States","Software Engineering M5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. "
Microsoft,Principal Engineering Manager - Microsoft Entra,"Redmond, Washington, United States","Software Engineering M5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. "
Microsoft,Principal Software Engineer - Defender for Cloud,"Redmond, Washington, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Technical Program Manager,"Redmond, Washington, United States","Product Management IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Software Engineer,"Redmond, Washington, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. "
Microsoft,Principal Software Engineering Manager - Cloud Security,"Redmond, Washington, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Group PM Manager - Cloud Security,"Redmond, Washington, United States","Technical Program Management M5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. "
Microsoft,Principal Software Engineer – Linux Kernel Memory Management & Performance,"Redmond, Washington, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal Software Engineer - OS/Platform/Firmware,"Redmond, Washington, United States","Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Senior Software Engineer,"Redmond, Washington, United States","Software Engineering IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Principal Software Engineering Manager,"Redmond, Washington, United States","Software Engineering IC6 - The typical base pay range for this role across the U.S. is USD $158,500 - $276,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $202,800 - $304,200 per year."
Microsoft,Software Engineer- Full Stack (API),"San Jose, San José, Costa Rica",
Microsoft,Threat Intelligence Customer Experience Engineer - Product Management,"São Paulo, São Paulo, Brazil",
